"VEN_DEV_SUBSYS";"VEN";"VEN_name";"DEV";"DEV_name";"SUBSYS";"SUBSYS_name"
"VEN_14E4&DEV_1713&SUBSYS_3A2317AA";"14E4";"Broadcom Inc. and subsidiaries";"1713";"NetLink BCM5906M Fast Ethernet PCI Express";"3A2317AA";"IdeaPad S10e"
"VEN_14E4&DEV_1750";"14E4";"Broadcom Inc. and subsidiaries";"1750";"BCM57508 NetXtreme-E 10Gb/25Gb/40Gb/50Gb/100Gb/200Gb Ethernet";"";""
"VEN_14E4&DEV_1750&SUBSYS_210014E4";"14E4";"Broadcom Inc. and subsidiaries";"1750";"BCM57508 NetXtreme-E 10Gb/25Gb/40Gb/50Gb/100Gb/200Gb Ethernet";"210014E4";"NetXtreme-E Dual-port 100G QSFP56 Ethernet PCIe4.0 x16 Adapter (BCM957508-P2100G)"
"VEN_14E4&DEV_1750&SUBSYS_520814E4";"14E4";"Broadcom Inc. and subsidiaries";"1750";"BCM57508 NetXtreme-E 10Gb/25Gb/40Gb/50Gb/100Gb/200Gb Ethernet";"520814E4";"NetXtreme-E Dual-port 100G QSFP56 Ethernet OCP 3.0 Adapter (BCM957508-N2100G)"
"VEN_14E4&DEV_1750&SUBSYS_D12414E4";"14E4";"Broadcom Inc. and subsidiaries";"1750";"BCM57508 NetXtreme-E 10Gb/25Gb/40Gb/50Gb/100Gb/200Gb Ethernet";"D12414E4";"NetXtreme-E P2100D BCM57508 2x100G QSFP PCIE"
"VEN_14E4&DEV_1750&SUBSYS_DF2414E4";"14E4";"Broadcom Inc. and subsidiaries";"1750";"BCM57508 NetXtreme-E 10Gb/25Gb/40Gb/50Gb/100Gb/200Gb Ethernet";"DF2414E4";"BCM57508 NetXtreme-E NGM2100D 2x100G KR Mezz Ethernet"
"VEN_14E4&DEV_1751";"14E4";"Broadcom Inc. and subsidiaries";"1751";"BCM57504 NetXtreme-E 10Gb/25Gb/40Gb/50Gb/100Gb/200Gb Ethernet";"";""
"VEN_14E4&DEV_1751&SUBSYS_09D41028";"14E4";"Broadcom Inc. and subsidiaries";"1751";"BCM57504 NetXtreme-E 10Gb/25Gb/40Gb/50Gb/100Gb/200Gb Ethernet";"09D41028";"PowerEdge XR11/XR12 LOM"
"VEN_14E4&DEV_1751&SUBSYS_504514E4";"14E4";"Broadcom Inc. and subsidiaries";"1751";"BCM57504 NetXtreme-E 10Gb/25Gb/40Gb/50Gb/100Gb/200Gb Ethernet";"504514E4";"NetXtreme-E BCM57504 4x25G OCP3.0"
"VEN_14E4&DEV_1751&SUBSYS_525014E4";"14E4";"Broadcom Inc. and subsidiaries";"1751";"BCM57504 NetXtreme-E 10Gb/25Gb/40Gb/50Gb/100Gb/200Gb Ethernet";"525014E4";"NetXtreme-E BCM57504 4x25G KR Mezz"
"VEN_14E4&DEV_1751&SUBSYS_D14214E4";"14E4";"Broadcom Inc. and subsidiaries";"1751";"BCM57504 NetXtreme-E 10Gb/25Gb/40Gb/50Gb/100Gb/200Gb Ethernet";"D14214E4";"NetXtreme-E P425D BCM57504 4x25G SFP28 PCIE"
"VEN_14E4&DEV_1752";"14E4";"Broadcom Inc. and subsidiaries";"1752";"BCM57502 NetXtreme-E 10Gb/25Gb/40Gb/50Gb Ethernet";"";""
"VEN_14E4&DEV_1800";"14E4";"Broadcom Inc. and subsidiaries";"1800";"BCM57502 NetXtreme-E Ethernet Partition";"";""
"VEN_14E4&DEV_1801";"14E4";"Broadcom Inc. and subsidiaries";"1801";"BCM57504 NetXtreme-E Ethernet Partition";"";""
"VEN_14E4&DEV_1802";"14E4";"Broadcom Inc. and subsidiaries";"1802";"BCM57508 NetXtreme-E Ethernet Partition";"";""
"VEN_14E4&DEV_1802&SUBSYS_DF2414E4";"14E4";"Broadcom Inc. and subsidiaries";"1802";"BCM57508 NetXtreme-E Ethernet Partition";"DF2414E4";"BCM57508 NetXtreme-E NGM2100D 2x100G KR Mezz Ethernet Partition"
"VEN_14E4&DEV_1803";"14E4";"Broadcom Inc. and subsidiaries";"1803";"BCM57502 NetXtreme-E RDMA Partition";"";""
"VEN_14E4&DEV_1804";"14E4";"Broadcom Inc. and subsidiaries";"1804";"BCM57504 NetXtreme-E RDMA Partition";"";""
"VEN_14E4&DEV_1805";"14E4";"Broadcom Inc. and subsidiaries";"1805";"BCM57508 NetXtreme-E RDMA Partition";"";""
"VEN_14E4&DEV_1805&SUBSYS_DF2414E4";"14E4";"Broadcom Inc. and subsidiaries";"1805";"BCM57508 NetXtreme-E RDMA Partition";"DF2414E4";"NetXtreme-E NGM2100D BCM57508 2x100G KR Mezz RDMA Partition"
"VEN_14E4&DEV_1806";"14E4";"Broadcom Inc. and subsidiaries";"1806";"BCM5750X NetXtreme-E Ethernet Virtual Function";"";""
"VEN_14E4&DEV_1806&SUBSYS_DF2414E4";"14E4";"Broadcom Inc. and subsidiaries";"1806";"BCM5750X NetXtreme-E Ethernet Virtual Function";"DF2414E4";"BCM57508 NetXtreme-E NGM2100D 2x100G KR Mezz Ethernet Virtual Function"
"VEN_14E4&DEV_1807";"14E4";"Broadcom Inc. and subsidiaries";"1807";"BCM5750X NetXtreme-E RDMA Virtual Function";"";""
"VEN_14E4&DEV_1807&SUBSYS_DF2414E4";"14E4";"Broadcom Inc. and subsidiaries";"1807";"BCM5750X NetXtreme-E RDMA Virtual Function";"DF2414E4";"BCM57508 NetXtreme-E NGM2100D 2x100G KR Mezz RDMA Virtual Function"
"VEN_14E4&DEV_1808";"14E4";"Broadcom Inc. and subsidiaries";"1808";"BCM5750X NetXtreme-E Ethernet Virtual Function";"";""
"VEN_14E4&DEV_1808&SUBSYS_DF2414E4";"14E4";"Broadcom Inc. and subsidiaries";"1808";"BCM5750X NetXtreme-E Ethernet Virtual Function";"DF2414E4";"BCM57508 NetXtreme-E NGM2100D 2x100G KR Mezz Ethernet Virtual Function"
"VEN_14E4&DEV_1809";"14E4";"Broadcom Inc. and subsidiaries";"1809";"BCM5750X NetXtreme-E RDMA Virtual Function";"";""
"VEN_14E4&DEV_1809&SUBSYS_DF2414E4";"14E4";"Broadcom Inc. and subsidiaries";"1809";"BCM5750X NetXtreme-E RDMA Virtual Function";"DF2414E4";"BCM57508 NetXtreme-E NGM2100D 2x100G KR Mezz RDMA Virtual Function"
"VEN_14E4&DEV_2711";"14E4";"Broadcom Inc. and subsidiaries";"2711";"BCM2711 PCIe Bridge";"";""
"VEN_14E4&DEV_3352";"14E4";"Broadcom Inc. and subsidiaries";"3352";"BCM3352";"";""
"VEN_14E4&DEV_3360";"14E4";"Broadcom Inc. and subsidiaries";"3360";"BCM3360";"";""
"VEN_14E4&DEV_4210";"14E4";"Broadcom Inc. and subsidiaries";"4210";"BCM4210 iLine10 HomePNA 2.0";"";""
"VEN_14E4&DEV_4211";"14E4";"Broadcom Inc. and subsidiaries";"4211";"BCM4211 iLine10 HomePNA 2.0 + V.90 56k modem";"";""
"VEN_14E4&DEV_4212";"14E4";"Broadcom Inc. and subsidiaries";"4212";"BCM4212 v.90 56k modem";"";""
"VEN_14E4&DEV_4220";"14E4";"Broadcom Inc. and subsidiaries";"4220";"802-11b/g Wireless PCI controller, packaged as a Linksys WPC54G ver 1.2 PCMCIA card";"";""
"VEN_14E4&DEV_4222";"14E4";"Broadcom Inc. and subsidiaries";"4222";"NetXtreme BCM5753M Gigabit Ethernet PCI Express";"";""
"VEN_14E4&DEV_4301";"14E4";"Broadcom Inc. and subsidiaries";"4301";"BCM4301 802.11b Wireless LAN Controller";"";""
"VEN_14E4&DEV_4301&SUBSYS_04071028";"14E4";"Broadcom Inc. and subsidiaries";"4301";"BCM4301 802.11b Wireless LAN Controller";"04071028";"TrueMobile 1180 Onboard WLAN"
"VEN_14E4&DEV_4301&SUBSYS_01201043";"14E4";"Broadcom Inc. and subsidiaries";"4301";"BCM4301 802.11b Wireless LAN Controller";"01201043";"WL-103b Wireless LAN PC Card"
"VEN_14E4&DEV_4301&SUBSYS_160216A5";"14E4";"Broadcom Inc. and subsidiaries";"4301";"BCM4301 802.11b Wireless LAN Controller";"160216A5";"B-300 802.11b Wireless CardBus Adapter"
"VEN_14E4&DEV_4301&SUBSYS_43011737";"14E4";"Broadcom Inc. and subsidiaries";"4301";"BCM4301 802.11b Wireless LAN Controller";"43011737";"WMP11 v2.7 802.11b Wireless-B PCI Adapter"
"VEN_14E4&DEV_4305";"14E4";"Broadcom Inc. and subsidiaries";"4305";"BCM4307 V.90 56k Modem";"";""
"VEN_14E4&DEV_4306";"14E4";"Broadcom Inc. and subsidiaries";"4306";"BCM4306 802.11bg Wireless LAN controller";"";""
"VEN_14E4&DEV_4307";"14E4";"Broadcom Inc. and subsidiaries";"4307";"BCM4306 802.11bg Wireless LAN Controller";"";""
"VEN_14E4&DEV_4310";"14E4";"Broadcom Inc. and subsidiaries";"4310";"BCM4310 Chipcommon I/OController";"";""
"VEN_14E4&DEV_4311";"14E4";"Broadcom Inc. and subsidiaries";"4311";"BCM4311 802.11b/g WLAN";"";""
"VEN_14E4&DEV_4311&SUBSYS_00071028";"14E4";"Broadcom Inc. and subsidiaries";"4311";"BCM4311 802.11b/g WLAN";"00071028";"Wireless 1390 WLAN Mini-Card"
"VEN_14E4&DEV_4311&SUBSYS_00081028";"14E4";"Broadcom Inc. and subsidiaries";"4311";"BCM4311 802.11b/g WLAN";"00081028";"Wireless 1390 WLAN ExpressCard"
"VEN_14E4&DEV_4311&SUBSYS_1363103C";"14E4";"Broadcom Inc. and subsidiaries";"4311";"BCM4311 802.11b/g WLAN";"1363103C";"BCM4311 802.11b/g Wireless LAN Controller"
"VEN_14E4&DEV_4311&SUBSYS_1364103C";"14E4";"Broadcom Inc. and subsidiaries";"4311";"BCM4311 802.11b/g WLAN";"1364103C";"BCM4311 802.11b/g Wireless LAN Controller"
"VEN_14E4&DEV_4311&SUBSYS_1365103C";"14E4";"Broadcom Inc. and subsidiaries";"4311";"BCM4311 802.11b/g WLAN";"1365103C";"BCM4311 802.11b/g Wireless LAN Controller"
"VEN_14E4&DEV_4311&SUBSYS_1374103C";"14E4";"Broadcom Inc. and subsidiaries";"4311";"BCM4311 802.11b/g WLAN";"1374103C";"BCM4311 802.11b/g Wireless LAN Controller"
"VEN_14E4&DEV_4311&SUBSYS_1375103C";"14E4";"Broadcom Inc. and subsidiaries";"4311";"BCM4311 802.11b/g WLAN";"1375103C";"BCM4311 802.11b/g Wireless LAN Controller"
"VEN_14E4&DEV_4311&SUBSYS_1376103C";"14E4";"Broadcom Inc. and subsidiaries";"4311";"BCM4311 802.11b/g WLAN";"1376103C";"BCM4311 802.11b/g Wireless LAN Controller"
"VEN_14E4&DEV_4311&SUBSYS_1377103C";"14E4";"Broadcom Inc. and subsidiaries";"4311";"BCM4311 802.11b/g WLAN";"1377103C";"BCM4311 802.11b/g Wireless LAN Controller"
"VEN_14E4&DEV_4311&SUBSYS_137F103C";"14E4";"Broadcom Inc. and subsidiaries";"4311";"BCM4311 802.11b/g WLAN";"137F103C";"BCM4322 802.11a/b/g/n Wireless LAN Controller"
"VEN_14E4&DEV_4311&SUBSYS_1380103C";"14E4";"Broadcom Inc. and subsidiaries";"4311";"BCM4311 802.11b/g WLAN";"1380103C";"BCM4322 802.11a/b/g/n Wireless LAN Controller"
"VEN_14E4&DEV_4311&SUBSYS_431114E4";"14E4";"Broadcom Inc. and subsidiaries";"4311";"BCM4311 802.11b/g WLAN";"431114E4";"BCM94311MCG"
"VEN_14E4&DEV_4312";"14E4";"Broadcom Inc. and subsidiaries";"4312";"BCM4311 802.11a/b/g";"";""
"VEN_14E4&DEV_4312&SUBSYS_00071028";"14E4";"Broadcom Inc. and subsidiaries";"4312";"BCM4311 802.11a/b/g";"00071028";"Wireless 1490 Dual Band WLAN Mini-Card"
"VEN_14E4&DEV_4312&SUBSYS_00081028";"14E4";"Broadcom Inc. and subsidiaries";"4312";"BCM4311 802.11a/b/g";"00081028";"Wireless 1490 Dual Band WLAN ExpressCard"
"VEN_14E4&DEV_4312&SUBSYS_135A103C";"14E4";"Broadcom Inc. and subsidiaries";"4312";"BCM4311 802.11a/b/g";"135A103C";"Broadcom 802.11a/b/g WLAN"
"VEN_14E4&DEV_4312&SUBSYS_135F103C";"14E4";"Broadcom Inc. and subsidiaries";"4312";"BCM4311 802.11a/b/g";"135F103C";"Broadcom 802.11a/b/g WLAN"
"VEN_14E4&DEV_4312&SUBSYS_1360103C";"14E4";"Broadcom Inc. and subsidiaries";"4312";"BCM4311 802.11a/b/g";"1360103C";"Broadcom 802.11a/b/g WLAN"
"VEN_14E4&DEV_4312&SUBSYS_1361103C";"14E4";"Broadcom Inc. and subsidiaries";"4312";"BCM4311 802.11a/b/g";"1361103C";"Broadcom 802.11a/b/g WLAN"
"VEN_14E4&DEV_4312&SUBSYS_1362103C";"14E4";"Broadcom Inc. and subsidiaries";"4312";"BCM4311 802.11a/b/g";"1362103C";"Broadcom 802.11a/b/g WLAN"
"VEN_14E4&DEV_4312&SUBSYS_1370103C";"14E4";"Broadcom Inc. and subsidiaries";"4312";"BCM4311 802.11a/b/g";"1370103C";"Broadcom 802.11a/b/g WLAN"
"VEN_14E4&DEV_4312&SUBSYS_1371103C";"14E4";"Broadcom Inc. and subsidiaries";"4312";"BCM4311 802.11a/b/g";"1371103C";"Broadcom 802.11a/b/g WLAN"
"VEN_14E4&DEV_4312&SUBSYS_1372103C";"14E4";"Broadcom Inc. and subsidiaries";"4312";"BCM4311 802.11a/b/g";"1372103C";"Broadcom 802.11a/b/g WLAN"
"VEN_14E4&DEV_4312&SUBSYS_1373103C";"14E4";"Broadcom Inc. and subsidiaries";"4312";"BCM4311 802.11a/b/g";"1373103C";"Broadcom 802.11a/b/g WLAN"
"VEN_14E4&DEV_4312&SUBSYS_30B5103C";"14E4";"Broadcom Inc. and subsidiaries";"4312";"BCM4311 802.11a/b/g";"30B5103C";"Presario V3242AU"
"VEN_14E4&DEV_4312&SUBSYS_0089106B";"14E4";"Broadcom Inc. and subsidiaries";"4312";"BCM4311 802.11a/b/g";"0089106B";"AirPort Extreme"
"VEN_14E4&DEV_4312&SUBSYS_103C1371";"14E4";"Broadcom Inc. and subsidiaries";"4312";"BCM4311 802.11a/b/g";"103C1371";"Broadcom 802.11 Multiband-netwerkadapter(6715s)"
"VEN_14E4&DEV_4313";"14E4";"Broadcom Inc. and subsidiaries";"4313";"BCM4311 802.11a";"";""
"VEN_14E4&DEV_4315";"14E4";"Broadcom Inc. and subsidiaries";"4315";"BCM4312 802.11b/g LP-PHY";"";""
"VEN_14E4&DEV_4315&SUBSYS_000B1028";"14E4";"Broadcom Inc. and subsidiaries";"4315";"BCM4312 802.11b/g LP-PHY";"000B1028";"Wireless 1395 WLAN Mini-Card"
"VEN_14E4&DEV_4315&SUBSYS_000C1028";"14E4";"Broadcom Inc. and subsidiaries";"4315";"BCM4312 802.11b/g LP-PHY";"000C1028";"Wireless 1397 WLAN Mini-Card"
"VEN_14E4&DEV_4315&SUBSYS_137C103C";"14E4";"Broadcom Inc. and subsidiaries";"4315";"BCM4312 802.11b/g LP-PHY";"137C103C";"BCM4312 802.11b/g Wireless LAN Controller"
"VEN_14E4&DEV_4315&SUBSYS_137D103C";"14E4";"Broadcom Inc. and subsidiaries";"4315";"BCM4312 802.11b/g LP-PHY";"137D103C";"BCM4312 802.11b/g Wireless LAN Controller"
"VEN_14E4&DEV_4315&SUBSYS_1507103C";"14E4";"Broadcom Inc. and subsidiaries";"4315";"BCM4312 802.11b/g LP-PHY";"1507103C";"U98Z049.00 Wireless Mini PCIe Card"
"VEN_14E4&DEV_4315&SUBSYS_E003105B";"14E4";"Broadcom Inc. and subsidiaries";"4315";"BCM4312 802.11b/g LP-PHY";"E003105B";"T77H030.00 Wireless Mini PCIe Card"
"VEN_14E4&DEV_4315&SUBSYS_E01B105B";"14E4";"Broadcom Inc. and subsidiaries";"4315";"BCM4312 802.11b/g LP-PHY";"E01B105B";"T77H106.00 Wireless Half-size Mini PCIe Card"
"VEN_14E4&DEV_4318";"14E4";"Broadcom Inc. and subsidiaries";"4318";"BCM4318 [AirForce One 54g] 802.11g Wireless LAN Controller";"";""
"VEN_14E4&DEV_4318&SUBSYS_00051028";"14E4";"Broadcom Inc. and subsidiaries";"4318";"BCM4318 [AirForce One 54g] 802.11g Wireless LAN Controller";"00051028";"Wireless 1370 WLAN Mini-PCI Card"
"VEN_14E4&DEV_4318&SUBSYS_00061028";"14E4";"Broadcom Inc. and subsidiaries";"4318";"BCM4318 [AirForce One 54g] 802.11g Wireless LAN Controller";"00061028";"Wireless 1370 WLAN PC Card"
"VEN_14E4&DEV_4318&SUBSYS_1355103C";"14E4";"Broadcom Inc. and subsidiaries";"4318";"BCM4318 [AirForce One 54g] 802.11g Wireless LAN Controller";"1355103C";"Broadcom 802.11b/g WLAN"
"VEN_14E4&DEV_4318&SUBSYS_1356103C";"14E4";"Broadcom Inc. and subsidiaries";"4318";"BCM4318 [AirForce One 54g] 802.11g Wireless LAN Controller";"1356103C";"Broadcom 802.11b/g WLAN"
"VEN_14E4&DEV_4318&SUBSYS_1357103C";"14E4";"Broadcom Inc. and subsidiaries";"4318";"BCM4318 [AirForce One 54g] 802.11g Wireless LAN Controller";"1357103C";"Broadcom 802.11b/g WLAN"
"VEN_14E4&DEV_4318&SUBSYS_100F1043";"14E4";"Broadcom Inc. and subsidiaries";"4318";"BCM4318 [AirForce One 54g] 802.11g Wireless LAN Controller";"100F1043";"WL-138G v2 / WL-138gE / WL-100gE"
"VEN_14E4&DEV_4318&SUBSYS_120F1043";"14E4";"Broadcom Inc. and subsidiaries";"4318";"BCM4318 [AirForce One 54g] 802.11g Wireless LAN Controller";"120F1043";"A6U notebook embedded card"
"VEN_14E4&DEV_4318&SUBSYS_03551154";"14E4";"Broadcom Inc. and subsidiaries";"4318";"BCM4318 [AirForce One 54g] 802.11g Wireless LAN Controller";"03551154";"Buffalo WLI2-PCI-G54S High Speed Mode Wireless Adapter"
"VEN_14E4&DEV_4318&SUBSYS_03111468";"14E4";"Broadcom Inc. and subsidiaries";"4318";"BCM4318 [AirForce One 54g] 802.11g Wireless LAN Controller";"03111468";"Aspire 3022WLMi, 5024WLMi, 5020"
"VEN_14E4&DEV_4318&SUBSYS_03121468";"14E4";"Broadcom Inc. and subsidiaries";"4318";"BCM4318 [AirForce One 54g] 802.11g Wireless LAN Controller";"03121468";"TravelMate 2410"
"VEN_14E4&DEV_4318&SUBSYS_044914E4";"14E4";"Broadcom Inc. and subsidiaries";"4318";"BCM4318 [AirForce One 54g] 802.11g Wireless LAN Controller";"044914E4";"Gateway 7510GX"
"VEN_14E4&DEV_4318&SUBSYS_011916EC";"14E4";"Broadcom Inc. and subsidiaries";"4318";"BCM4318 [AirForce One 54g] 802.11g Wireless LAN Controller";"011916EC";"U.S.Robotics Wireless MAXg PC Card"
"VEN_14E4&DEV_4318&SUBSYS_00421737";"14E4";"Broadcom Inc. and subsidiaries";"4318";"BCM4318 [AirForce One 54g] 802.11g Wireless LAN Controller";"00421737";"WMP54GS v1.1 802.11g Wireless-G PCI Adapter with SpeedBooster"
"VEN_14E4&DEV_4318&SUBSYS_00481737";"14E4";"Broadcom Inc. and subsidiaries";"4318";"BCM4318 [AirForce One 54g] 802.11g Wireless LAN Controller";"00481737";"WPC54G v3 802.11g Wireless-G Notebook Adapter"
"VEN_14E4&DEV_4318&SUBSYS_00491737";"14E4";"Broadcom Inc. and subsidiaries";"4318";"BCM4318 [AirForce One 54g] 802.11g Wireless LAN Controller";"00491737";"WPC54GS v2 802.11g Wireless-G Notebook Adapter with SpeedBooster"
"VEN_14E4&DEV_4318&SUBSYS_70001799";"14E4";"Broadcom Inc. and subsidiaries";"4318";"BCM4318 [AirForce One 54g] 802.11g Wireless LAN Controller";"70001799";"F5D7000 v4000 Wireless G Desktop Card"
"VEN_14E4&DEV_4318&SUBSYS_70011799";"14E4";"Broadcom Inc. and subsidiaries";"4318";"BCM4318 [AirForce One 54g] 802.11g Wireless LAN Controller";"70011799";"F5D7001 v2000 Wireless G Plus Desktop Card"
"VEN_14E4&DEV_4318&SUBSYS_70101799";"14E4";"Broadcom Inc. and subsidiaries";"4318";"BCM4318 [AirForce One 54g] 802.11g Wireless LAN Controller";"70101799";"F5D7010 v4000 Wireless G Notebook Card"
"VEN_14E4&DEV_4318&SUBSYS_70111799";"14E4";"Broadcom Inc. and subsidiaries";"4318";"BCM4318 [AirForce One 54g] 802.11g Wireless LAN Controller";"70111799";"F5D7011 v2000 High-Speed Mode Wireless G Notebook Card"
"VEN_14E4&DEV_4319";"14E4";"Broadcom Inc. and subsidiaries";"4319";"BCM4318 [AirForce 54g] 802.11a/b/g PCI Express Transceiver";"";""
"VEN_14E4&DEV_4319&SUBSYS_00051028";"14E4";"Broadcom Inc. and subsidiaries";"4319";"BCM4318 [AirForce 54g] 802.11a/b/g PCI Express Transceiver";"00051028";"Wireless 1470 Dual Band WLAN Mini-PCI Card"
"VEN_14E4&DEV_4319&SUBSYS_00061028";"14E4";"Broadcom Inc. and subsidiaries";"4319";"BCM4318 [AirForce 54g] 802.11a/b/g PCI Express Transceiver";"00061028";"Wireless 1470 Dual Band WLAN PC Card"
"VEN_14E4&DEV_4319&SUBSYS_1358103C";"14E4";"Broadcom Inc. and subsidiaries";"4319";"BCM4318 [AirForce 54g] 802.11a/b/g PCI Express Transceiver";"1358103C";"Broadcom 802.11a/b/g WLAN"
"VEN_14E4&DEV_4319&SUBSYS_1359103C";"14E4";"Broadcom Inc. and subsidiaries";"4319";"BCM4318 [AirForce 54g] 802.11a/b/g PCI Express Transceiver";"1359103C";"Broadcom 802.11a/b/g WLAN"
"VEN_14E4&DEV_4319&SUBSYS_135A103C";"14E4";"Broadcom Inc. and subsidiaries";"4319";"BCM4318 [AirForce 54g] 802.11a/b/g PCI Express Transceiver";"135A103C";"Broadcom 802.11a/b/g WLAN"
"VEN_14E4&DEV_4320";"14E4";"Broadcom Inc. and subsidiaries";"4320";"BCM4306 802.11b/g Wireless LAN Controller";"";""
"VEN_14E4&DEV_4320&SUBSYS_00011028";"14E4";"Broadcom Inc. and subsidiaries";"4320";"BCM4306 802.11b/g Wireless LAN Controller";"00011028";"TrueMobile 1300 WLAN Mini-PCI Card"
"VEN_14E4&DEV_4320&SUBSYS_00021028";"14E4";"Broadcom Inc. and subsidiaries";"4320";"BCM4306 802.11b/g Wireless LAN Controller";"00021028";"TrueMobile 1300 WLAN PC Card"
"VEN_14E4&DEV_4320&SUBSYS_00031028";"14E4";"Broadcom Inc. and subsidiaries";"4320";"BCM4306 802.11b/g Wireless LAN Controller";"00031028";"Wireless 1350 WLAN Mini-PCI Card"
"VEN_14E4&DEV_4320&SUBSYS_00041028";"14E4";"Broadcom Inc. and subsidiaries";"4320";"BCM4306 802.11b/g Wireless LAN Controller";"00041028";"Wireless 1350 WLAN PC Card"
"VEN_14E4&DEV_4320&SUBSYS_12F4103C";"14E4";"Broadcom Inc. and subsidiaries";"4320";"BCM4306 802.11b/g Wireless LAN Controller";"12F4103C";"Broadcom 802.11b/g WLAN"
"VEN_14E4&DEV_4320&SUBSYS_12F8103C";"14E4";"Broadcom Inc. and subsidiaries";"4320";"BCM4306 802.11b/g Wireless LAN Controller";"12F8103C";"Broadcom 802.11b/g WLAN"
"VEN_14E4&DEV_4320&SUBSYS_12FA103C";"14E4";"Broadcom Inc. and subsidiaries";"4320";"BCM4306 802.11b/g Wireless LAN Controller";"12FA103C";"Broadcom 802.11b/g WLAN"
"VEN_14E4&DEV_4320&SUBSYS_12FB103C";"14E4";"Broadcom Inc. and subsidiaries";"4320";"BCM4306 802.11b/g Wireless LAN Controller";"12FB103C";"Broadcom 802.11b/g WLAN"
"VEN_14E4&DEV_4320&SUBSYS_100F1043";"14E4";"Broadcom Inc. and subsidiaries";"4320";"BCM4306 802.11b/g Wireless LAN Controller";"100F1043";"WL-100G"
"VEN_14E4&DEV_4320&SUBSYS_70251057";"14E4";"Broadcom Inc. and subsidiaries";"4320";"BCM4306 802.11b/g Wireless LAN Controller";"70251057";"WN825G"
"VEN_14E4&DEV_4320&SUBSYS_004E106B";"14E4";"Broadcom Inc. and subsidiaries";"4320";"BCM4306 802.11b/g Wireless LAN Controller";"004E106B";"AirPort Extreme"
"VEN_14E4&DEV_4320&SUBSYS_03301154";"14E4";"Broadcom Inc. and subsidiaries";"4320";"BCM4306 802.11b/g Wireless LAN Controller";"03301154";"Buffalo WLI2-PCI-G54S High Speed Mode Wireless Desktop Adapter"
"VEN_14E4&DEV_4320&SUBSYS_7050144F";"14E4";"Broadcom Inc. and subsidiaries";"4320";"BCM4306 802.11b/g Wireless LAN Controller";"7050144F";"eMachines M6805 802.11g Built-in Wireless"
"VEN_14E4&DEV_4320&SUBSYS_7051144F";"14E4";"Broadcom Inc. and subsidiaries";"4320";"BCM4306 802.11b/g Wireless LAN Controller";"7051144F";"Sonnet Aria Extreme PCI"
"VEN_14E4&DEV_4320&SUBSYS_00131737";"14E4";"Broadcom Inc. and subsidiaries";"4320";"BCM4306 802.11b/g Wireless LAN Controller";"00131737";"WMP54G v1 802.11g PCI Adapter"
"VEN_14E4&DEV_4320&SUBSYS_00141737";"14E4";"Broadcom Inc. and subsidiaries";"4320";"BCM4306 802.11b/g Wireless LAN Controller";"00141737";"WMP54G v2 802.11g PCI Adapter"
"VEN_14E4&DEV_4320&SUBSYS_00151737";"14E4";"Broadcom Inc. and subsidiaries";"4320";"BCM4306 802.11b/g Wireless LAN Controller";"00151737";"WMP54GS v1.0 802.11g Wireless-G PCI Adapter with SpeedBooster"
"VEN_14E4&DEV_4320&SUBSYS_43201737";"14E4";"Broadcom Inc. and subsidiaries";"4320";"BCM4306 802.11b/g Wireless LAN Controller";"43201737";"WPC54G v1 / WPC54GS v1 802.11g Wireless-G Notebook Adapter"
"VEN_14E4&DEV_4320&SUBSYS_70001799";"14E4";"Broadcom Inc. and subsidiaries";"4320";"BCM4306 802.11b/g Wireless LAN Controller";"70001799";"F5D7000 v1000 Wireless G Desktop Card"
"VEN_14E4&DEV_4320&SUBSYS_70011799";"14E4";"Broadcom Inc. and subsidiaries";"4320";"BCM4306 802.11b/g Wireless LAN Controller";"70011799";"F5D7001 v1000 Wireless G Plus Desktop Card"
"VEN_14E4&DEV_4320&SUBSYS_70101799";"14E4";"Broadcom Inc. and subsidiaries";"4320";"BCM4306 802.11b/g Wireless LAN Controller";"70101799";"F5D7010 v1000 Wireless G Notebook Card"
"VEN_14E4&DEV_4320&SUBSYS_70111799";"14E4";"Broadcom Inc. and subsidiaries";"4320";"BCM4306 802.11b/g Wireless LAN Controller";"70111799";"F5D7011 v1000 High-Speed Mode Wireless G Notebook Card"
"VEN_14E4&DEV_4320&SUBSYS_1220185F";"14E4";"Broadcom Inc. and subsidiaries";"4320";"BCM4306 802.11b/g Wireless LAN Controller";"1220185F";"TravelMate 290E WLAN Mini-PCI Card"
"VEN_14E4&DEV_4321";"14E4";"Broadcom Inc. and subsidiaries";"4321";"BCM4321 802.11a Wireless Network Controller";"";""
"VEN_14E4&DEV_4322";"14E4";"Broadcom Inc. and subsidiaries";"4322";"BCM4322 802.11bgn Wireless Network Controller";"";""
"VEN_14E4&DEV_4324";"14E4";"Broadcom Inc. and subsidiaries";"4324";"BCM4309 802.11abg Wireless Network Controller";"";""
"VEN_14E4&DEV_4324&SUBSYS_00011028";"14E4";"Broadcom Inc. and subsidiaries";"4324";"BCM4309 802.11abg Wireless Network Controller";"00011028";"Truemobile 1400"
"VEN_14E4&DEV_4324&SUBSYS_00021028";"14E4";"Broadcom Inc. and subsidiaries";"4324";"BCM4309 802.11abg Wireless Network Controller";"00021028";"TrueMobile 1400 Dual Band WLAN PC Card"
